name,student_email,username,password,school_name,class,parent_1_name,parent_1_phone,parent_1_email,parent_2_name,parent_2_phone,parent_2_email,address,pin_code,mode_of_transport,carpool,car_details,fuel_type
Rohan Chawla,rohan.chawla@sanskritischool.edu.in,rohan667,Pass7005,Sanskriti School,11,Pranav Gill,919705969468,pranav.gill@yahoo.com,Samar Saxena,917123846930,samar.saxena@hotmail.com,"A-14, Hauz Khas, New Delhi",110016,Car,N,Toyota Innova,Diesel
Tanishq Mehta,tanishq.mehta@delhipublicschool.edu.in,tanishq379,Pass8235,Delhi Public School,2,Om Gill,918823000472,om.gill@hotmail.com,Gaurav Joshi,919903495501,gaurav.joshi@hotmail.com,"B-14, Vasant Kunj, New Delhi",110070,Car,Y,Maruti Alto,Petrol
Aryan Reddy,aryan.reddy@themother'sinternationalschool.edu.in,aryan892,Pass4031,The Mother's International School,6,Aakash Pandey,919573442210,aakash.pandey@yahoo.com,Advik Garg,917793369463,advik.garg@hotmail.com,"A-11, Hauz Khas, New Delhi",110016,Car,N,Honda City,Petrol
Nirvaan Singh,nirvaan.singh@delhipublicschool.edu.in,nirvaan642,Pass6281,Delhi Public School,9,Dev Pandey,918109165194,dev.pandey@hotmail.com,Tanay Pillai,919989696756,tanay.pillai@hotmail.com,"C-18, Rohini, New Delhi",110085,Car,N,Maruti Alto,Petrol
Arnav Gill,arnav.gill@sanskritischool.edu.in,arnav308,Pass9687,Sanskriti School,7,Advik Tripathi,919056445207,advik.tripathi@yahoo.com,Samarth Joshi,917939408562,samarth.joshi@yahoo.com,"B-21, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Kartik Singh,kartik.singh@delhipublicschool.edu.in,kartik234,Pass7175,Delhi Public School,1,Kabir Rana,919511426632,kabir.rana@hotmail.com,Om Nair,919260476990,om.nair@yahoo.com,"D-14, Lajpat Nagar, New Delhi",110024,Car,Y,Honda City,Petrol
Laksh Ahluwalia,laksh.ahluwalia@delhipublicschool.edu.in,laksh274,Pass5259,Delhi Public School,7,Dhruv Verma,918647551916,dhruv.verma@hotmail.com,Atharv Mehta,919858847115,atharv.mehta@gmail.com,"D-25, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Rishi Jain,rishi.jain@springdalesschool.edu.in,rishi223,Pass2127,Springdales School,5,Aarav Kumar,918201422932,aarav.kumar@yahoo.com,Ayush Kapoor,917824276793,ayush.kapoor@gmail.com,"B-2, Saket, New Delhi",110017,Car,N,Maruti Alto,Petrol
Aakash Gupta,aakash.gupta@delhipublicschool.edu.in,aakash693,Pass7827,Delhi Public School,2,Kartik Bansal,919205401002,kartik.bansal@hotmail.com,Reyansh Reddy,917152291737,reyansh.reddy@yahoo.com,"B-17, Rohini, New Delhi",110085,Bus,,,Diesel
Vivaan Malhotra,vivaan.malhotra@delhipublicschool.edu.in,vivaan442,Pass9066,Delhi Public School,2,Om Tripathi,917080934189,om.tripathi@gmail.com,Aditya Dhillon,918185311810,aditya.dhillon@gmail.com,"C-11, Saket, New Delhi",110017,Car,Y,Ford EcoSport,Diesel
Arjun Saini,arjun.saini@springdalesschool.edu.in,arjun445,Pass5916,Springdales School,12,Pranav Pandey,918342068581,pranav.pandey@gmail.com,Dhruv Rana,918886785155,dhruv.rana@gmail.com,"D-1, Safdarjung Enclave, New Delhi",110029,Car,N,Maruti Alto,Petrol
Ishaan Reddy,ishaan.reddy@sanskritischool.edu.in,ishaan424,Pass9359,Sanskriti School,7,Arnav Reddy,919098131468,arnav.reddy@gmail.com,Rudra Verma,919261939066,rudra.verma@yahoo.com,"C-15, Vasant Kunj, New Delhi",110070,Car,N,Maruti Alto,Petrol
Ujjwal Chawla,ujjwal.chawla@delhipublicschool.edu.in,ujjwal821,Pass8875,Delhi Public School,5,Keshav Malhotra,919278073972,keshav.malhotra@gmail.com,Dhruv Gill,918390233615,dhruv.gill@yahoo.com,"C-5, Malviya Nagar, New Delhi",110017,Car,N,Honda City,Petrol
Vivan Gill,vivan.gill@delhipublicschool.edu.in,vivan197,Pass7507,Delhi Public School,2,Aditya Pandey,919406287571,aditya.pandey@yahoo.com,Pranav Verma,918107174645,pranav.verma@hotmail.com,"C-9, Hauz Khas, New Delhi",110016,Car,N,Toyota Innova,Diesel
Abhinav Agarwal,abhinav.agarwal@sanskritischool.edu.in,abhinav283,Pass6342,Sanskriti School,6,Sai Jain,917921071485,sai.jain@gmail.com,Vihaan Pandey,918898977674,vihaan.pandey@yahoo.com,"A-19, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Kartik Gupta,kartik.gupta@themother'sinternationalschool.edu.in,kartik797,Pass2139,The Mother's International School,2,Eshan Chawla,918215814185,eshan.chawla@hotmail.com,Arjun Bajaj,917980769129,arjun.bajaj@hotmail.com,"D-21, Rohini, New Delhi",110085,Bus,,,Diesel
Ranveer Gill,ranveer.gill@delhipublicschool.edu.in,ranveer226,Pass4974,Delhi Public School,3,Aman Verma,919901883754,aman.verma@hotmail.com,Advik Singh,918147546619,advik.singh@hotmail.com,"C-17, Rohini, New Delhi",110085,Car,Y,Mahindra Scorpio,Diesel
Reyansh Agarwal,reyansh.agarwal@sanskritischool.edu.in,reyansh724,Pass4200,Sanskriti School,4,Aayush Jain,919012367501,aayush.jain@gmail.com,Tanishq Verma,918340283491,tanishq.verma@gmail.com,"A-25, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Ujjwal Desai,ujjwal.desai@themother'sinternationalschool.edu.in,ujjwal551,Pass2207,The Mother's International School,1,Reyansh Sharma,919409101646,reyansh.sharma@yahoo.com,Atharv Pillai,917058201831,atharv.pillai@hotmail.com,"C-23, Vasant Kunj, New Delhi",110070,Car,Y,Hyundai i20,Petrol
Vihaan Patel,vihaan.patel@sanskritischool.edu.in,vihaan999,Pass9177,Sanskriti School,8,Nirvaan Pillai,919244300509,nirvaan.pillai@yahoo.com,Kabir Reddy,917212240178,kabir.reddy@hotmail.com,"D-13, Rohini, New Delhi",110085,Bus,,,Diesel
Tanay Bhat,tanay.bhat@sanskritischool.edu.in,tanay218,Pass9665,Sanskriti School,7,Aakash Tripathi,919304207191,aakash.tripathi@hotmail.com,Pranav Malhotra,919645291273,pranav.malhotra@yahoo.com,"D-5, Saket, New Delhi",110017,Car,N,Maruti Alto,Petrol
Atharv Bajaj,atharv.bajaj@sanskritischool.edu.in,atharv994,Pass4078,Sanskriti School,7,Atharv Saxena,918524097783,atharv.saxena@gmail.com,Sai Gill,919132611667,sai.gill@hotmail.com,"D-17, Saket, New Delhi",110017,Bus,,,Diesel
Vihaan Pandey,vihaan.pandey@springdalesschool.edu.in,vihaan957,Pass9124,Springdales School,7,Raghav Thakur,917353359805,raghav.thakur@hotmail.com,Vivaan Tyagi,917947697181,vivaan.tyagi@gmail.com,"A-9, Safdarjung Enclave, New Delhi",110029,Car,Y,Toyota Innova,Diesel
Tanay Singh,tanay.singh@delhipublicschool.edu.in,tanay146,Pass1454,Delhi Public School,7,Ritvik Bajaj,918087819324,ritvik.bajaj@hotmail.com,Eshan Sharma,918635400927,eshan.sharma@gmail.com,"C-1, Saket, New Delhi",110017,Bus,,,Diesel
Aryan Ahluwalia,aryan.ahluwalia@sanskritischool.edu.in,aryan405,Pass7266,Sanskriti School,12,Raghav Chopra,917495679720,raghav.chopra@hotmail.com,Vivan Garg,919374988963,vivan.garg@hotmail.com,"A-22, Hauz Khas, New Delhi",110016,Car,N,Maruti Alto,Petrol
Gaurav Verma,gaurav.verma@springdalesschool.edu.in,gaurav828,Pass9458,Springdales School,1,Dhruv Bhat,917435500476,dhruv.bhat@gmail.com,Sarthak Dhillon,917393735318,sarthak.dhillon@hotmail.com,"A-8, Dwarka, New Delhi",110075,Car,N,Volkswagen Polo,Petrol
Shaurya Bajaj,shaurya.bajaj@themother'sinternationalschool.edu.in,shaurya851,Pass6736,The Mother's International School,5,Aakash Nair,919725364484,aakash.nair@yahoo.com,Advik Bhardwaj,919323800991,advik.bhardwaj@gmail.com,"B-18, Rohini, New Delhi",110085,Bus,,,Diesel
Parth Kapoor,parth.kapoor@vasantvalleyschool.edu.in,parth270,Pass3165,Vasant Valley School,8,Nirvaan Malhotra,919844872094,nirvaan.malhotra@gmail.com,Ritvik Chawla,918118531381,ritvik.chawla@gmail.com,"D-15, Malviya Nagar, New Delhi",110017,Car,Y,Tata Nexon,Petrol
Om Sharma,om.sharma@sanskritischool.edu.in,om611,Pass8626,Sanskriti School,3,Rohan Chawla,917150779909,rohan.chawla@hotmail.com,Sai Thakur,918201048840,sai.thakur@yahoo.com,"C-25, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Tanishq Choudhary,tanishq.choudhary@delhipublicschool.edu.in,tanishq441,Pass1066,Delhi Public School,8,Harsh Khanna,919822934999,harsh.khanna@yahoo.com,Ishaan Pandey,917279011094,ishaan.pandey@gmail.com,"C-1, Greater Kailash, New Delhi",110048,Car,Y,Toyota Innova,Diesel
Dev Bajaj,dev.bajaj@springdalesschool.edu.in,dev598,Pass6662,Springdales School,12,Jay Verma,919757556132,jay.verma@hotmail.com,Rajat Malhotra,919038452576,rajat.malhotra@yahoo.com,"C-18, Malviya Nagar, New Delhi",110017,Car,N,Honda City,Petrol
Vivan Bhat,vivan.bhat@themother'sinternationalschool.edu.in,vivan781,Pass2355,The Mother's International School,8,Dhruv Saini,919677848253,dhruv.saini@yahoo.com,Tanishq Mishra,917345461455,tanishq.mishra@gmail.com,"B-15, Malviya Nagar, New Delhi",110017,Car,Y,Mahindra Scorpio,Diesel
Rishi Tyagi,rishi.tyagi@springdalesschool.edu.in,rishi264,Pass3198,Springdales School,3,Samar Thakur,918632280691,samar.thakur@gmail.com,Ujjwal Pillai,917156263029,ujjwal.pillai@hotmail.com,"A-20, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Yuvraj Mishra,yuvraj.mishra@delhipublicschool.edu.in,yuvraj175,Pass5064,Delhi Public School,6,Ishaan Pillai,918671859943,ishaan.pillai@hotmail.com,Om Bhat,917243429542,om.bhat@gmail.com,"C-8, Hauz Khas, New Delhi",110016,Car,N,Tata Nexon,Petrol
Aryan Gupta,aryan.gupta@delhipublicschool.edu.in,aryan871,Pass8599,Delhi Public School,10,Vihaan Nair,917669889273,vihaan.nair@hotmail.com,Sai Nair,917326063173,sai.nair@yahoo.com,"B-15, Dwarka, New Delhi",110075,Bus,,,Diesel
Harsh Patel,harsh.patel@themother'sinternationalschool.edu.in,harsh749,Pass3789,The Mother's International School,12,Kiaan Saini,919391209081,kiaan.saini@yahoo.com,Om Pandey,917593820940,om.pandey@gmail.com,"A-20, Lajpat Nagar, New Delhi",110024,Car,Y,Toyota Innova,Diesel
Manan Saxena,manan.saxena@sanskritischool.edu.in,manan705,Pass1073,Sanskriti School,8,Tanay Nair,917037420001,tanay.nair@gmail.com,Sai Desai,918319223615,sai.desai@gmail.com,"D-24, Hauz Khas, New Delhi",110016,Car,N,Toyota Innova,Diesel
Krishna Khanna,krishna.khanna@springdalesschool.edu.in,krishna624,Pass7680,Springdales School,5,Ishaan Sharma,917236127737,ishaan.sharma@gmail.com,Dhruv Tiwari,919457210837,dhruv.tiwari@gmail.com,"D-8, Rohini, New Delhi",110085,Car,N,Toyota Innova,Diesel
Ayaan Patel,ayaan.patel@springdalesschool.edu.in,ayaan100,Pass1623,Springdales School,5,Aman Tripathi,917911659184,aman.tripathi@hotmail.com,Ayush Agarwal,919186519007,ayush.agarwal@gmail.com,"B-23, Saket, New Delhi",110017,Bus,,,Diesel
Ayush Rana,ayush.rana@themother'sinternationalschool.edu.in,ayush741,Pass5631,The Mother's International School,3,Arjun Garg,918470756117,arjun.garg@hotmail.com,Raghav Pandey,919666521864,raghav.pandey@gmail.com,"B-10, Lajpat Nagar, New Delhi",110024,Car,N,Ford EcoSport,Diesel
Dhruv Bajaj,dhruv.bajaj@vasantvalleyschool.edu.in,dhruv530,Pass6351,Vasant Valley School,5,Reyansh Thakur,917252025900,reyansh.thakur@hotmail.com,Ritvik Joshi,918523192361,ritvik.joshi@gmail.com,"C-25, Malviya Nagar, New Delhi",110017,Car,Y,Volkswagen Polo,Petrol
Pranav Nair,pranav.nair@springdalesschool.edu.in,pranav228,Pass1167,Springdales School,7,Parth Singh,917873212849,parth.singh@gmail.com,Rajat Singh,918653548472,rajat.singh@yahoo.com,"A-7, Pitampura, New Delhi",110034,Car,N,Toyota Innova,Diesel
Atharv Tripathi,atharv.tripathi@delhipublicschool.edu.in,atharv651,Pass1949,Delhi Public School,4,Advik Malhotra,917531515080,advik.malhotra@hotmail.com,Kartik Saini,917556839799,kartik.saini@yahoo.com,"C-11, Greater Kailash, New Delhi",110048,Car,Y,Volkswagen Polo,Petrol
Pranav Bhardwaj,pranav.bhardwaj@springdalesschool.edu.in,pranav906,Pass4509,Springdales School,5,Rudra Chopra,917501470555,rudra.chopra@yahoo.com,Harsh Tyagi,917802449767,harsh.tyagi@gmail.com,"C-17, Safdarjung Enclave, New Delhi",110029,Car,N,Toyota Innova,Diesel
Samar Sethi,samar.sethi@delhipublicschool.edu.in,samar488,Pass8844,Delhi Public School,6,Reyansh Sethi,917978638071,reyansh.sethi@yahoo.com,Jay Bhardwaj,917082147614,jay.bhardwaj@gmail.com,"B-19, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Tanay Joshi,tanay.joshi@springdalesschool.edu.in,tanay772,Pass6291,Springdales School,9,Ayush Sethi,919797574025,ayush.sethi@gmail.com,Tanay Agarwal,918836479584,tanay.agarwal@yahoo.com,"A-22, Lajpat Nagar, New Delhi",110024,Car,N,Hyundai i20,Petrol
Gaurav Dhillon,gaurav.dhillon@sanskritischool.edu.in,gaurav781,Pass6800,Sanskriti School,3,Sarthak Saini,917323430162,sarthak.saini@gmail.com,Rudra Chawla,918006513828,rudra.chawla@yahoo.com,"C-24, Hauz Khas, New Delhi",110016,Car,Y,Toyota Innova,Diesel
Rudra Saxena,rudra.saxena@springdalesschool.edu.in,rudra854,Pass3162,Springdales School,8,Harsh Gill,917917347770,harsh.gill@gmail.com,Eshan Nair,918451320680,eshan.nair@gmail.com,"B-19, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Manan Pandey,manan.pandey@springdalesschool.edu.in,manan805,Pass4811,Springdales School,8,Samar Khanna,918264800454,samar.khanna@yahoo.com,Ritvik Tripathi,917924859578,ritvik.tripathi@yahoo.com,"C-7, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Ishaan Reddy,ishaan.reddy@springdalesschool.edu.in,ishaan799,Pass7680,Springdales School,10,Tanishq Dhillon,918461810339,tanishq.dhillon@gmail.com,Yuvraj Agarwal,918096529819,yuvraj.agarwal@hotmail.com,"D-12, Dwarka, New Delhi",110075,Car,N,Honda City,Petrol
Sai Ahluwalia,sai.ahluwalia@sanskritischool.edu.in,sai855,Pass4122,Sanskriti School,6,Rudra Khanna,918016352151,rudra.khanna@yahoo.com,Gaurav Bansal,919919167791,gaurav.bansal@yahoo.com,"C-7, Dwarka, New Delhi",110075,Bus,,,Diesel
Jay Tiwari,jay.tiwari@themother'sinternationalschool.edu.in,jay569,Pass5297,The Mother's International School,2,Kiaan Mehta,917422467141,kiaan.mehta@yahoo.com,Tanay Mishra,919088798494,tanay.mishra@yahoo.com,"B-23, Lajpat Nagar, New Delhi",110024,Car,Y,Maruti Alto,Petrol
Om Pandey,om.pandey@vasantvalleyschool.edu.in,om398,Pass5582,Vasant Valley School,7,Aarav Bansal,917034820072,aarav.bansal@gmail.com,Yuvraj Bhardwaj,919894447426,yuvraj.bhardwaj@yahoo.com,"C-3, Dwarka, New Delhi",110075,Car,Y,Hyundai i20,Petrol
Abhinav Rana,abhinav.rana@sanskritischool.edu.in,abhinav195,Pass1915,Sanskriti School,9,Keshav Gupta,918846825353,keshav.gupta@yahoo.com,Raghav Kapoor,917721350195,raghav.kapoor@yahoo.com,"A-14, Vasant Kunj, New Delhi",110070,Car,Y,Tata Nexon,Petrol
Kiaan Tiwari,kiaan.tiwari@themother'sinternationalschool.edu.in,kiaan253,Pass4179,The Mother's International School,4,Raghav Shukla,917875693830,raghav.shukla@yahoo.com,Aakash Shukla,919370609093,aakash.shukla@hotmail.com,"C-20, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Ujjwal Ahluwalia,ujjwal.ahluwalia@springdalesschool.edu.in,ujjwal631,Pass8220,Springdales School,9,Arnav Kumar,919720145988,arnav.kumar@yahoo.com,Reyansh Bhat,919814305044,reyansh.bhat@hotmail.com,"B-18, Lajpat Nagar, New Delhi",110024,Car,N,Maruti Alto,Petrol
Arnav Desai,arnav.desai@vasantvalleyschool.edu.in,arnav124,Pass5633,Vasant Valley School,9,Aayush Gupta,918785722593,aayush.gupta@yahoo.com,Parth Saxena,918061342270,parth.saxena@yahoo.com,"A-16, Safdarjung Enclave, New Delhi",110029,Car,N,Tata Nexon,Petrol
Advik Kumar,advik.kumar@vasantvalleyschool.edu.in,advik820,Pass8380,Vasant Valley School,5,Shaurya Pillai,917784286540,shaurya.pillai@hotmail.com,Om Mishra,918476092433,om.mishra@gmail.com,"A-10, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Ujjwal Jain,ujjwal.jain@themother'sinternationalschool.edu.in,ujjwal625,Pass1816,The Mother's International School,8,Neel Verma,918356656364,neel.verma@gmail.com,Keshav Garg,918573520508,keshav.garg@gmail.com,"C-16, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Vihaan Pillai,vihaan.pillai@springdalesschool.edu.in,vihaan220,Pass8421,Springdales School,12,Reyansh Bhat,918987062590,reyansh.bhat@hotmail.com,Yuvraj Verma,918229758138,yuvraj.verma@gmail.com,"B-10, Saket, New Delhi",110017,Bus,,,Diesel
Vivaan Saxena,vivaan.saxena@vasantvalleyschool.edu.in,vivaan715,Pass9370,Vasant Valley School,12,Pranav Jain,919223661677,pranav.jain@hotmail.com,Nishant Agarwal,918356970809,nishant.agarwal@yahoo.com,"A-21, Pitampura, New Delhi",110034,Car,N,Mahindra Scorpio,Diesel
Arjun Chawla,arjun.chawla@springdalesschool.edu.in,arjun109,Pass1873,Springdales School,10,Rudra Saxena,919991455583,rudra.saxena@gmail.com,Jay Nair,917715554602,jay.nair@gmail.com,"B-25, Hauz Khas, New Delhi",110016,Car,N,Hyundai i20,Petrol
Gaurav Gupta,gaurav.gupta@delhipublicschool.edu.in,gaurav120,Pass3893,Delhi Public School,2,Neel Bhat,917303050379,neel.bhat@hotmail.com,Raghav Sethi,919619486292,raghav.sethi@gmail.com,"A-13, Pitampura, New Delhi",110034,Car,Y,Ford EcoSport,Diesel
Sarthak Desai,sarthak.desai@themother'sinternationalschool.edu.in,sarthak598,Pass8052,The Mother's International School,8,Kiaan Saxena,919388094966,kiaan.saxena@yahoo.com,Ranveer Sharma,918527532579,ranveer.sharma@gmail.com,"B-12, Safdarjung Enclave, New Delhi",110029,Car,N,Honda City,Petrol
Aman Garg,aman.garg@springdalesschool.edu.in,aman615,Pass5450,Springdales School,8,Rajat Dhillon,919945694811,rajat.dhillon@hotmail.com,Atharv Choudhary,918152451563,atharv.choudhary@hotmail.com,"C-21, Saket, New Delhi",110017,Car,Y,Maruti Alto,Petrol
Kabir Ahluwalia,kabir.ahluwalia@sanskritischool.edu.in,kabir301,Pass9890,Sanskriti School,2,Om Chawla,918837879704,om.chawla@hotmail.com,Manan Saxena,917217405822,manan.saxena@gmail.com,"C-17, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Rishi Reddy,rishi.reddy@springdalesschool.edu.in,rishi293,Pass4974,Springdales School,6,Kiaan Sethi,918349365036,kiaan.sethi@gmail.com,Ishaan Sethi,917043136849,ishaan.sethi@yahoo.com,"D-4, Hauz Khas, New Delhi",110016,Car,N,Volkswagen Polo,Petrol
Shaurya Dhillon,shaurya.dhillon@springdalesschool.edu.in,shaurya186,Pass6693,Springdales School,2,Aditya Dhillon,918911970448,aditya.dhillon@yahoo.com,Parth Dhillon,917097289388,parth.dhillon@yahoo.com,"B-14, Greater Kailash, New Delhi",110048,Car,N,Maruti Alto,Petrol
Harsh Mehta,harsh.mehta@themother'sinternationalschool.edu.in,harsh759,Pass5656,The Mother's International School,11,Sai Shukla,917047222511,sai.shukla@gmail.com,Krishna Tyagi,917476698615,krishna.tyagi@yahoo.com,"B-23, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Ritvik Choudhary,ritvik.choudhary@sanskritischool.edu.in,ritvik200,Pass3317,Sanskriti School,1,Eshan Kumar,917496955644,eshan.kumar@gmail.com,Harsh Bajaj,917312125599,harsh.bajaj@hotmail.com,"C-2, Hauz Khas, New Delhi",110016,Car,N,Maruti Alto,Petrol
Kartik Kapoor,kartik.kapoor@themother'sinternationalschool.edu.in,kartik987,Pass2758,The Mother's International School,7,Aakash Singh,919625320257,aakash.singh@yahoo.com,Eshan Saini,918265523789,eshan.saini@yahoo.com,"C-20, Greater Kailash, New Delhi",110048,Car,Y,Toyota Innova,Diesel
Krishna Chopra,krishna.chopra@delhipublicschool.edu.in,krishna829,Pass1176,Delhi Public School,3,Aman Thakur,918701589513,aman.thakur@yahoo.com,Sai Pandey,917804813635,sai.pandey@hotmail.com,"B-23, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Vivan Pandey,vivan.pandey@themother'sinternationalschool.edu.in,vivan901,Pass6743,The Mother's International School,2,Dhruv Rana,919509368558,dhruv.rana@yahoo.com,Keshav Bhardwaj,917198208281,keshav.bhardwaj@hotmail.com,"D-21, Pitampura, New Delhi",110034,Car,N,Volkswagen Polo,Petrol
Neel Chawla,neel.chawla@delhipublicschool.edu.in,neel820,Pass8619,Delhi Public School,12,Ayaan Patel,919575402873,ayaan.patel@yahoo.com,Nishant Garg,919833499679,nishant.garg@yahoo.com,"A-20, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Rudra Reddy,rudra.reddy@themother'sinternationalschool.edu.in,rudra985,Pass2879,The Mother's International School,5,Nishant Khanna,918569449960,nishant.khanna@hotmail.com,Tanishq Jain,919415264853,tanishq.jain@gmail.com,"C-7, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Aryan Chawla,aryan.chawla@springdalesschool.edu.in,aryan442,Pass5950,Springdales School,5,Ishaan Khanna,917301683659,ishaan.khanna@yahoo.com,Dhruv Chopra,917553951908,dhruv.chopra@hotmail.com,"B-14, Dwarka, New Delhi",110075,Car,N,Maruti Alto,Petrol
Aditya Gill,aditya.gill@themother'sinternationalschool.edu.in,aditya711,Pass6476,The Mother's International School,12,Kiaan Saini,917255601215,kiaan.saini@gmail.com,Parth Khanna,919529876949,parth.khanna@yahoo.com,"D-24, Safdarjung Enclave, New Delhi",110029,Car,N,Mahindra Scorpio,Diesel
Pranav Bansal,pranav.bansal@themother'sinternationalschool.edu.in,pranav590,Pass8098,The Mother's International School,2,Krishna Bansal,917386330583,krishna.bansal@yahoo.com,Rudra Tyagi,918015155008,rudra.tyagi@yahoo.com,"D-6, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Ishaan Choudhary,ishaan.choudhary@springdalesschool.edu.in,ishaan305,Pass3371,Springdales School,1,Aman Garg,917550710953,aman.garg@gmail.com,Ayaan Bhardwaj,917495532494,ayaan.bhardwaj@hotmail.com,"A-4, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Tanishq Mishra,tanishq.mishra@themother'sinternationalschool.edu.in,tanishq707,Pass1325,The Mother's International School,5,Reyansh Gill,917673332993,reyansh.gill@yahoo.com,Rohan Choudhary,919555244416,rohan.choudhary@gmail.com,"D-12, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Abhinav Patel,abhinav.patel@springdalesschool.edu.in,abhinav744,Pass6142,Springdales School,2,Rudra Patel,918904971537,rudra.patel@gmail.com,Jay Tiwari,918867160999,jay.tiwari@yahoo.com,"C-6, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Harsh Malhotra,harsh.malhotra@themother'sinternationalschool.edu.in,harsh259,Pass9995,The Mother's International School,7,Tanishq Dhillon,917235292891,tanishq.dhillon@yahoo.com,Tanay Agarwal,919326474704,tanay.agarwal@yahoo.com,"D-14, Safdarjung Enclave, New Delhi",110029,Car,Y,Toyota Innova,Diesel
Dhruv Reddy,dhruv.reddy@themother'sinternationalschool.edu.in,dhruv928,Pass2074,The Mother's International School,8,Eshan Dhillon,918870805952,eshan.dhillon@hotmail.com,Manan Pandey,919831075240,manan.pandey@hotmail.com,"C-2, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Atharv Joshi,atharv.joshi@sanskritischool.edu.in,atharv845,Pass8402,Sanskriti School,3,Reyansh Garg,919491999699,reyansh.garg@yahoo.com,Advik Pandey,919644232653,advik.pandey@hotmail.com,"B-23, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Aman Tyagi,aman.tyagi@vasantvalleyschool.edu.in,aman516,Pass3748,Vasant Valley School,2,Sai Nair,917250382521,sai.nair@gmail.com,Ishaan Tyagi,918221768373,ishaan.tyagi@hotmail.com,"B-9, Rohini, New Delhi",110085,Bus,,,Diesel
Raghav Gill,raghav.gill@springdalesschool.edu.in,raghav119,Pass7029,Springdales School,2,Arnav Ahluwalia,918632975568,arnav.ahluwalia@hotmail.com,Tanay Bhat,917158258434,tanay.bhat@yahoo.com,"C-19, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Aryan Bajaj,aryan.bajaj@vasantvalleyschool.edu.in,aryan205,Pass6589,Vasant Valley School,2,Arjun Tyagi,919962397340,arjun.tyagi@yahoo.com,Tanishq Bhardwaj,917462338592,tanishq.bhardwaj@hotmail.com,"C-6, Rohini, New Delhi",110085,Car,N,Maruti Alto,Petrol
Dev Choudhary,dev.choudhary@delhipublicschool.edu.in,dev103,Pass7826,Delhi Public School,11,Ayaan Shukla,917043101690,ayaan.shukla@gmail.com,Ranveer Ahluwalia,918690400789,ranveer.ahluwalia@yahoo.com,"B-4, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Rajat Nair,rajat.nair@themother'sinternationalschool.edu.in,rajat987,Pass9219,The Mother's International School,5,Arnav Sethi,918367678866,arnav.sethi@gmail.com,Kabir Kapoor,918886753425,kabir.kapoor@gmail.com,"B-2, Dwarka, New Delhi",110075,Bus,,,Diesel
Advik Gill,advik.gill@delhipublicschool.edu.in,advik399,Pass8549,Delhi Public School,6,Kartik Pillai,918573007088,kartik.pillai@hotmail.com,Eshan Garg,919407773396,eshan.garg@yahoo.com,"A-16, Dwarka, New Delhi",110075,Car,Y,Maruti Alto,Petrol
Aryan Ahluwalia,aryan.ahluwalia@sanskritischool.edu.in,aryan186,Pass8227,Sanskriti School,11,Vivan Mehta,919488358056,vivan.mehta@gmail.com,Rishi Khanna,918443693690,rishi.khanna@gmail.com,"D-17, Rohini, New Delhi",110085,Car,Y,Maruti Alto,Petrol
Rohan Mishra,rohan.mishra@delhipublicschool.edu.in,rohan263,Pass2924,Delhi Public School,1,Ishaan Nair,917280295968,ishaan.nair@yahoo.com,Dev Saxena,919362799870,dev.saxena@hotmail.com,"A-11, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Sai Bansal,sai.bansal@vasantvalleyschool.edu.in,sai270,Pass7941,Vasant Valley School,7,Om Singh,919057310489,om.singh@hotmail.com,Reyansh Chopra,919988845668,reyansh.chopra@hotmail.com,"D-14, Vasant Kunj, New Delhi",110070,Car,N,Honda City,Petrol
Vihaan Patel,vihaan.patel@delhipublicschool.edu.in,vihaan340,Pass3232,Delhi Public School,9,Vivaan Agarwal,918681102861,vivaan.agarwal@hotmail.com,Aman Kumar,919860359700,aman.kumar@yahoo.com,"C-16, Greater Kailash, New Delhi",110048,Car,N,Honda City,Petrol
